73b732ae-3ef7-4569-9fff-8142ad0da7ee, Client13, CNP13, C1, W1, 11:00, REZERVARE, 1769263658258
42dfc7e0-9a24-4a83-8849-753fbdf0c8b4, Client7, CNP7, C1, W2, 9:00, REZERVARE, 1769263766505
bc937fe0-77ea-4dff-bb58-292c6f36dc11, Client17, CNP17, C1, W3, 13:00, PLATITA, 1769263764519
6258f1a0-d43a-4197-9551-337cda47ce74, Client18, CNP18, C1, W2, 15:00, REZERVARE, 1769263766630
abb43331-af8b-4eca-b0cb-6294b4568830, Client5, CNP5, C2, W4, 11:00, REZERVARE, 1769263766644
3fc9d01a-594b-4497-b45e-2f8226b85952, Client11, CNP11, C2, W3, 10:00, REZERVARE, 1769263767713
42dfc7e0-9a24-4a83-8849-753fbdf0c8b4, Client7, CNP7, C1, W2, 9:00, PLATITA, 1769263766505
11d7b11c-51cf-4f72-8627-2791fa082a15, Client1, CNP1, C3, W2, 14:00, REZERVARE, 1769263768545
268d2a77-fd7f-49f4-a89e-f074c0221094, Client17, CNP17, C2, W1, 13:00, REZERVARE, 1769263768546
6258f1a0-d43a-4197-9551-337cda47ce74, Client18, CNP18, C1, W2, 15:00, PLATITA, 1769263766630
c9ae98e8-6a6e-4fbf-9495-6bd51bb68b0b, Client13, CNP13, C2, W1, 9:00, REZERVARE, 1769263768707
f9296566-68e8-429e-b627-e9e2fb9031b5, Client16, CNP16, C3, W3, 9:00, REZERVARE, 1769263769546
95124208-4493-4742-b5da-2140ba391350, Client11, CNP11, C1, W1, 16:00, REZERVARE, 1769263769721
11d7b11c-51cf-4f72-8627-2791fa082a15, Client1, CNP1, C3, W2, 14:00, PLATITA, 1769263768545
72625380-14e6-46f5-b643-6f9f4db9ec64, Client17, CNP17, C1, W1, 11:00, REZERVARE, 1769263770553
c9ae98e8-6a6e-4fbf-9495-6bd51bb68b0b, Client13, CNP13, C2, W1, 9:00, PLATITA, 1769263768707
42dfc7e0-9a24-4a83-8849-753fbdf0c8b4, Client7, CNP7, C1, W2, 9:00, ANULATA, 1769263766505
f9296566-68e8-429e-b627-e9e2fb9031b5, Client16, CNP16, C3, W3, 9:00, PLATITA, 1769263769546
6258f1a0-d43a-4197-9551-337cda47ce74, Client18, CNP18, C1, W2, 15:00, ANULATA, 1769263766630
95124208-4493-4742-b5da-2140ba391350, Client11, CNP11, C1, W1, 16:00, PLATITA, 1769263769721
a168d407-92f2-490a-b515-57e877407801, Client1, CNP1, C2, W4, 13:00, REZERVARE, 1769263772563
4809fa19-eba8-4a05-86c9-73e7e23e1050, Client12, CNP12, C1, W3, 10:00, REZERVARE, 1769263772614
8871edf8-ceb1-4398-a77c-e082400ca4f9, Client13, CNP13, C1, W2, 16:00, REZERVARE, 1769263772718
b54956c3-1227-4307-be1e-25e7c7d7faff, Client7, CNP7, C1, W3, 10:00, REZERVARE, 1769263773543
3bb89965-01ff-41c1-8f0f-d8dd4f44e0bc, Client16, CNP16, C1, W4, 13:00, REZERVARE, 1769263773563
f5c52241-dbe9-45c4-943a-f128f95bb8ef, Client10, CNP10, C2, W3, 10:00, REZERVARE, 1769263773618
f5a54c0e-b1eb-452a-9c82-b90f9c8bdb81, Client10, CNP10, C3, W3, 16:00, EXPIRATA, 1769263755599
cc95ffed-d297-4bda-9328-1a5c33fad2e1, Client4, CNP4, C1, W3, 17:00, EXPIRATA, 1769263750629
c63c4a47-92c3-48a7-9e6d-a7cece156a8f, Client10, CNP10, C3, W2, 10:00, EXPIRATA, 1769263749577
779fa6e8-dab2-4bb6-86f7-5264b422a625, Client1, CNP1, C3, W3, 11:00, EXPIRATA, 1769263750537
d2bcbdfd-9988-43f3-a781-afa9d8e26fc3, Client0, CNP0, C3, W3, 16:00, EXPIRATA, 1769263758504
3d080d7a-0ccb-4532-8f2b-4b643f733ff6, Client8, CNP8, C1, W2, 10:00, EXPIRATA, 1769263757450
b0dec262-0254-4dc1-a086-3423e5e5af86, Client16, CNP16, C1, W1, 11:00, EXPIRATA, 1769263751512
2e470dec-f9d1-4afe-8102-01446814a445, Client13, CNP13, C2, W2, 13:00, EXPIRATA, 1769263750682
e0519134-6c3e-4a30-b2b0-63dd4702f73b, Client13, CNP13, C1, W3, 17:00, EXPIRATA, 1769263748671
95706a7f-ee2c-4e3b-ae46-d43d85a10db1, Client19, CNP19, C2, W2, 13:00, EXPIRATA, 1769263757532
e170c178-ac8e-4d59-9870-428cd50cc219, Client2, CNP2, C3, W1, 12:00, EXPIRATA, 1769263756518
498ded2b-fbac-4660-81c0-ddf8140923a9, Client12, CNP12, C1, W1, 16:00, EXPIRATA, 1769263754599
7670c6d3-27ed-4a5c-87b5-2cd4db3a4b7a, Client18, CNP18, C2, W1, 16:00, REZERVARE, 1769263773677
0688066c-15de-4e5f-b43b-74238cc18543, Client11, CNP11, C1, W1, 11:00, REZERVARE, 1769263773742
4809fa19-eba8-4a05-86c9-73e7e23e1050, Client12, CNP12, C1, W3, 10:00, PLATITA, 1769263772614
8871edf8-ceb1-4398-a77c-e082400ca4f9, Client13, CNP13, C1, W2, 16:00, PLATITA, 1769263772718
3bb89965-01ff-41c1-8f0f-d8dd4f44e0bc, Client16, CNP16, C1, W4, 13:00, PLATITA, 1769263773563
f5c52241-dbe9-45c4-943a-f128f95bb8ef, Client10, CNP10, C2, W3, 10:00, PLATITA, 1769263773618
13091095-2d54-4118-be22-a41db5e04fe3, Client18, CNP18, C1, W1, 17:00, REZERVARE, 1769263775681
0688066c-15de-4e5f-b43b-74238cc18543, Client11, CNP11, C1, W1, 11:00, PLATITA, 1769263773742
d57c3d96-36a3-4e37-862e-4c156a6d2f6a, Client0, CNP0, C3, W1, 12:00, REZERVARE, 1769263776514
69457e8c-0ce0-4b87-b5f2-ca452d3f0958, Client8, CNP8, C2, W2, 13:00, REZERVARE, 1769263777469
ec84b4c6-dc72-455b-8762-c6b893e490af, Client10, CNP10, C1, W1, 15:00, REZERVARE, 1769263777626
21423f2e-34b8-48ac-8e9d-9448e39abe67, Client9, CNP9, C3, W3, 17:00, REZERVARE, 1769263777626
4809fa19-eba8-4a05-86c9-73e7e23e1050, Client12, CNP12, C1, W3, 10:00, ANULATA, 1769263772614
13091095-2d54-4118-be22-a41db5e04fe3, Client18, CNP18, C1, W1, 17:00, PLATITA, 1769263775681
8871edf8-ceb1-4398-a77c-e082400ca4f9, Client13, CNP13, C1, W2, 16:00, ANULATA, 1769263772718
e0352cd2-56b3-4c84-acfd-4c1eedc685ab, Client11, CNP11, C1, W4, 14:00, REZERVARE, 1769263777773
3bb89965-01ff-41c1-8f0f-d8dd4f44e0bc, Client16, CNP16, C1, W4, 13:00, ANULATA, 1769263773563
69457e8c-0ce0-4b87-b5f2-ca452d3f0958, Client8, CNP8, C2, W2, 13:00, PLATITA, 1769263777469
ec84b4c6-dc72-455b-8762-c6b893e490af, Client10, CNP10, C1, W1, 15:00, PLATITA, 1769263777626
13091095-2d54-4118-be22-a41db5e04fe3, Client18, CNP18, C1, W1, 17:00, ANULATA, 1769263775681
69457e8c-0ce0-4b87-b5f2-ca452d3f0958, Client8, CNP8, C2, W2, 13:00, ANULATA, 1769263777469
ec84b4c6-dc72-455b-8762-c6b893e490af, Client10, CNP10, C1, W1, 15:00, ANULATA, 1769263777626
e059912d-74e3-4f92-a0e9-fe1e671255a8, Client19, CNP19, C1, W1, 17:00, EXPIRATA, 1769263761539
41656e2c-7d06-43c6-8d57-c95c0877da57, Client11, CNP11, C2, W1, 10:00, EXPIRATA, 1769263761695
6daad2b8-a0fe-415c-bac7-126831cab427, Client3, CNP3, C2, W2, 9:00, EXPIRATA, 1769263763542
1a93dbb7-87b9-438a-ad1c-be20cca49e99, Client9, CNP9, C2, W1, 12:00, EXPIRATA, 1769263759620
5193b88b-c60d-4f38-b52c-70be349831b2, Client3, CNP3, C2, W1, 11:00, EXPIRATA, 1769263759520
57c8ace6-8457-4f2c-8b4f-be6c66e82c65, Client2, CNP2, C3, W2, 17:00, EXPIRATA, 1769263762534
bb3a5a90-433e-43e8-bbda-baf95ac21b10, Client7, CNP7, C3, W4, 10:00, EXPIRATA, 1769263764496
0d3160ad-790b-4da8-887b-43d63b238c81, Client3, CNP3, C2, W3, 11:00, EXPIRATA, 1769263761526
3fc9d01a-594b-4497-b45e-2f8226b85952, Client11, CNP11, C2, W3, 10:00, EXPIRATA, 1769263767713
268d2a77-fd7f-49f4-a89e-f074c0221094, Client17, CNP17, C2, W1, 13:00, EXPIRATA, 1769263768546
ab450e1d-e5fa-49fb-8a6e-0a4adc5b0707, Client15, CNP15, C3, W4, 10:00, EXPIRATA, 1769263764608
a1dd93f8-8493-413e-befc-8c653d8ed620, Client4, CNP4, C2, W3, 12:00, EXPIRATA, 1769263759653
99c681a2-a11c-4a10-a015-12ffe163d7a5, Client14, CNP14, C3, W3, 13:00, EXPIRATA, 1769263760496
abb43331-af8b-4eca-b0cb-6294b4568830, Client5, CNP5, C2, W4, 11:00, EXPIRATA, 1769263766644
6b0f018c-cf7c-4772-a496-7083ae9b91a8, Client6, CNP6, C2, W2, 9:00, EXPIRATA, 1769263764550
a168d407-92f2-490a-b515-57e877407801, Client1, CNP1, C2, W4, 13:00, EXPIRATA, 1769263772563
d57c3d96-36a3-4e37-862e-4c156a6d2f6a, Client0, CNP0, C3, W1, 12:00, EXPIRATA, 1769263776514
21423f2e-34b8-48ac-8e9d-9448e39abe67, Client9, CNP9, C3, W3, 17:00, EXPIRATA, 1769263777626
b54956c3-1227-4307-be1e-25e7c7d7faff, Client7, CNP7, C1, W3, 10:00, EXPIRATA, 1769263773543
e0352cd2-56b3-4c84-acfd-4c1eedc685ab, Client11, CNP11, C1, W4, 14:00, EXPIRATA, 1769263777773
7670c6d3-27ed-4a5c-87b5-2cd4db3a4b7a, Client18, CNP18, C2, W1, 16:00, EXPIRATA, 1769263773677
72625380-14e6-46f5-b643-6f9f4db9ec64, Client17, CNP17, C1, W1, 11:00, EXPIRATA, 1769263770553
