1ce80a77-580f-429f-b7b0-a189435a920f, Client15, CNP15, C3, W4, 10:00, REZERVARE, 1769262716775
b1e94ce0-0e0b-4a92-bb8a-3fbde2ed6a2e, Client10, CNP10, C2, W1, 16:00, REZERVARE, 1769262818081
61a9853c-24a7-4589-82c6-5ce544b6d78d, Client1, CNP1, C2, W3, 10:00, REZERVARE, 1769262818110
cbe8ace6-a3dd-4e36-8edb-5fa229f7aeac, Client16, CNP16, C2, W4, 13:00, ANULATA, 1769262813118
c9164326-6f7f-4871-a098-307631f1a2cb, Client9, CNP9, C2, W4, 17:00, REZERVARE, 1769262818142
c258167f-999c-4c9a-af32-ca3928c32ed8, Client12, CNP12, C1, W1, 15:00, ANULATA, 1769262813190
6491e626-fe13-40bd-8c26-ee8f42bde776, Client4, CNP4, C2, W1, 14:00, PLATITA, 1769262817084
74f12a9c-35d5-4285-a4a1-6f4bd4ccae7e, Client7, CNP7, C2, W1, 11:00, PLATITA, 1769262817101
ae5046d4-b0a7-4928-b3c8-e89197bae3aa, Client17, CNP17, C3, W2, 16:00, REZERVARE, 1769262819189
c32527d1-48df-402e-96e9-d6c49f7c1413, Client18, CNP18, C3, W1, 11:00, PLATITA, 1769262818017
0fbe2eac-63ab-4953-920a-6a40039b1953, Client11, CNP11, C3, W1, 17:00, REZERVARE, 1769262820087
b1e94ce0-0e0b-4a92-bb8a-3fbde2ed6a2e, Client10, CNP10, C2, W1, 16:00, PLATITA, 1769262818081
21b4702a-84bf-4d32-b259-a61a4ded97bc, Client8, CNP8, C2, W3, 15:00, REZERVARE, 1769262820115
dee7a3e1-3bb0-4526-9eb5-dc6499a2d14a, Client1, CNP1, C2, W4, 11:00, REZERVARE, 1769262820116
a2d2bf95-5172-41ef-88f8-732f05c88794, Client16, CNP16, C3, W4, 11:00, REZERVARE, 1769262820142
3ac5759b-ae74-4ba5-849f-fe1210966c5d, Client3, CNP3, C2, W4, 9:00, REZERVARE, 1769262820143
532b105b-e845-4287-8e3a-f5d3b58c17e9, Client9, CNP9, C1, W1, 13:00, REZERVARE, 1769262820144
96ff6bc9-e3f9-41c2-b51c-de48aa873f5e, Client2, CNP2, C1, W3, 11:00, REZERVARE, 1769262820180
20ad9fef-85eb-4ae6-825e-411d3c25fa1a, Client6, CNP6, C2, W2, 15:00, REZERVARE, 1769262821062
714d62df-2b65-492b-adde-88fe3ed0dcae, Client4, CNP4, C1, W3, 11:00, REZERVARE, 1769262821097
09ad2b6a-4f59-4304-ab4b-bdc526907cb6, Client17, CNP17, C3, W3, 14:00, REZERVARE, 1769262821196
2586fd8b-311f-4ecb-8038-14a179b100e2, Client18, CNP18, C2, W2, 13:00, REZERVARE, 1769262822030
0fbe2eac-63ab-4953-920a-6a40039b1953, Client11, CNP11, C3, W1, 17:00, PLATITA, 1769262820087
f4afb24e-05ff-4351-b9a5-3e11bba991a1, Client10, CNP10, C2, W3, 11:00, REZERVARE, 1769262822091
d30f3833-9c62-41d9-be62-67cf2a04247a, Client19, CNP19, C1, W1, 14:00, REZERVARE, 1769262822091
74f12a9c-35d5-4285-a4a1-6f4bd4ccae7e, Client7, CNP7, C2, W1, 11:00, ANULATA, 1769262817101
21b4702a-84bf-4d32-b259-a61a4ded97bc, Client8, CNP8, C2, W3, 15:00, PLATITA, 1769262820115
a2d2bf95-5172-41ef-88f8-732f05c88794, Client16, CNP16, C3, W4, 11:00, PLATITA, 1769262820142
3ac5759b-ae74-4ba5-849f-fe1210966c5d, Client3, CNP3, C2, W4, 9:00, PLATITA, 1769262820143
532b105b-e845-4287-8e3a-f5d3b58c17e9, Client9, CNP9, C1, W1, 13:00, PLATITA, 1769262820144
96ff6bc9-e3f9-41c2-b51c-de48aa873f5e, Client2, CNP2, C1, W3, 11:00, PLATITA, 1769262820180
fbbafbaf-9e3b-4e9d-8a37-a998edcbb05c, Client12, CNP12, C2, W3, 14:00, REZERVARE, 1769262822233
06b800c7-8e13-44d4-91b8-027cdb6528e1, Client6, CNP6, C3, W4, 13:00, EXPIRATA, 1769262803049
aa8718cf-0807-4755-8b93-dc208b91c83f, Client0, CNP0, C3, W3, 9:00, EXPIRATA, 1769262807163
45f77b27-532c-4546-a5b5-35c13c355550, Client8, CNP8, C1, W3, 14:00, EXPIRATA, 1769262805083
41f1c1a1-c23b-4f95-a508-aee1128fae8b, Client7, CNP7, C3, W4, 16:00, EXPIRATA, 1769262804064
4e3c124c-851e-4a84-9ab3-662cdf1e9e72, Client19, CNP19, C3, W1, 17:00, EXPIRATA, 1769262804078
309e8e64-1830-42a9-a24a-c1fea14a54b4, Client6, CNP6, C2, W2, 12:00, REZERVARE, 1769262823078
714d62df-2b65-492b-adde-88fe3ed0dcae, Client4, CNP4, C1, W3, 11:00, PLATITA, 1769262821097
09ad2b6a-4f59-4304-ab4b-bdc526907cb6, Client17, CNP17, C3, W3, 14:00, PLATITA, 1769262821196
f4afb24e-05ff-4351-b9a5-3e11bba991a1, Client10, CNP10, C2, W3, 11:00, PLATITA, 1769262822091
b5523298-9698-431c-a1a4-ab6e9590b9df, Client7, CNP7, C1, W4, 10:00, REZERVARE, 1769262824114
5b80fd1d-aab4-408c-af29-836667453dc1, Client16, CNP16, C1, W3, 9:00, REZERVARE, 1769262824159
0b746fae-44c0-45bb-8efb-b9c16026621f, Client12, CNP12, C2, W3, 13:00, REZERVARE, 1769262824238
309e8e64-1830-42a9-a24a-c1fea14a54b4, Client6, CNP6, C2, W2, 12:00, PLATITA, 1769262823078
0fbe2eac-63ab-4953-920a-6a40039b1953, Client11, CNP11, C3, W1, 17:00, ANULATA, 1769262820087
21b4702a-84bf-4d32-b259-a61a4ded97bc, Client8, CNP8, C2, W3, 15:00, ANULATA, 1769262820115
532b105b-e845-4287-8e3a-f5d3b58c17e9, Client9, CNP9, C1, W1, 13:00, ANULATA, 1769262820144
3ac5759b-ae74-4ba5-849f-fe1210966c5d, Client3, CNP3, C2, W4, 9:00, ANULATA, 1769262820143
640a5cd4-1e53-429a-b24b-f30c19fb0153, Client0, CNP0, C3, W2, 10:00, REZERVARE, 1769262825176
96ff6bc9-e3f9-41c2-b51c-de48aa873f5e, Client2, CNP2, C1, W3, 11:00, ANULATA, 1769262820180
714d62df-2b65-492b-adde-88fe3ed0dcae, Client4, CNP4, C1, W3, 11:00, ANULATA, 1769262821097
b5523298-9698-431c-a1a4-ab6e9590b9df, Client7, CNP7, C1, W4, 10:00, PLATITA, 1769262824114
5b80fd1d-aab4-408c-af29-836667453dc1, Client16, CNP16, C1, W3, 9:00, PLATITA, 1769262824159
09ad2b6a-4f59-4304-ab4b-bdc526907cb6, Client17, CNP17, C3, W3, 14:00, ANULATA, 1769262821196
f4afb24e-05ff-4351-b9a5-3e11bba991a1, Client10, CNP10, C2, W3, 11:00, ANULATA, 1769262822091
891e51b1-cfbf-41b4-b8a3-0520bd1aee97, Client11, CNP11, C2, W1, 16:00, REZERVARE, 1769262827127
8424c1b4-6f00-4d35-9e94-1c6f9c930f5b, Client8, CNP8, C3, W3, 17:00, REZERVARE, 1769262827143
d49de121-6b00-453e-b91c-d5941193dbbd, Client9, CNP9, C3, W4, 17:00, REZERVARE, 1769262827174
e8382964-0431-450b-ab29-c0332d1174c0, Client3, CNP3, C2, W2, 11:00, REZERVARE, 1769262827174
640a5cd4-1e53-429a-b24b-f30c19fb0153, Client0, CNP0, C3, W2, 10:00, PLATITA, 1769262825176
d8eca8b4-772e-408a-86c3-e05b784d9b2b, Client2, CNP2, C3, W3, 13:00, REZERVARE, 1769262827206
b5c6027f-7063-44af-a656-baca4e1d773e, Client14, CNP14, C1, W1, 16:00, EXPIRATA, 1769262812179
095a28b2-e307-456f-85fa-01ac7b7a9037, Client13, CNP13, C1, W4, 11:00, EXPIRATA, 1769262811085
26b93b3a-70d7-4eb3-b269-e6db6c850e7c, Client7, CNP7, C1, W3, 9:00, EXPIRATA, 1769262808080
cf620466-ba27-443e-9781-13182802b844, Client12, CNP12, C3, W1, 14:00, EXPIRATA, 1769262811185
db6378ae-f952-4280-9490-32f412ad038f, Client5, CNP5, C3, W4, 11:00, EXPIRATA, 1769262811080
853eb763-21ce-41ed-8c69-a959535d6d23, Client15, CNP15, C2, W2, 10:00, EXPIRATA, 1769262812118
c4817a00-4e90-4ec9-bcce-6a8cfaeb9c71, Client9, CNP9, C3, W3, 12:00, EXPIRATA, 1769262812116
309e8e64-1830-42a9-a24a-c1fea14a54b4, Client6, CNP6, C2, W2, 12:00, ANULATA, 1769262823078
e2054b09-574f-4795-b50d-023cffe4f64e, Client4, CNP4, C3, W4, 15:00, REZERVARE, 1769262828122
464d9787-30c6-4f35-9f73-22c7cf6bb67c, Client7, CNP7, C3, W1, 10:00, REZERVARE, 1769262828138
0f55df2a-f4ea-45d2-b455-3a0cd4f4f064, Client17, CNP17, C3, W2, 17:00, REZERVARE, 1769262828217
c0c360e0-b22b-4ca3-bd6b-6afef8f32112, Client13, CNP13, C1, W2, 12:00, REZERVARE, 1769262829109
a5dc63cb-f6ee-4b59-9cb3-912e0736ed91, Client8, CNP8, C3, W2, 16:00, REZERVARE, 1769262829157
5b80fd1d-aab4-408c-af29-836667453dc1, Client16, CNP16, C1, W3, 9:00, ANULATA, 1769262824159
d8eca8b4-772e-408a-86c3-e05b784d9b2b, Client2, CNP2, C3, W3, 13:00, PLATITA, 1769262827206
244aa2d5-14d5-4e09-807b-eebfa5222cb3, Client15, CNP15, C2, W3, 12:00, REZERVARE, 1769262830124
46e77712-6e95-4b48-8255-84d08b37c313, Client6, CNP6, C3, W2, 12:00, REZERVARE, 1769262830124
f0935ebb-a33b-43cb-a483-5a91889b476e, Client4, CNP4, C3, W1, 11:00, REZERVARE, 1769262830142
b5dfd38e-41fd-4531-a6e1-8c72621ff8d5, Client7, CNP7, C1, W4, 11:00, REZERVARE, 1769262830143
f84e3b4a-8866-4e82-86d9-a1e3a41dad67, Client14, CNP14, C2, W1, 15:00, REZERVARE, 1769262830192
640a5cd4-1e53-429a-b24b-f30c19fb0153, Client0, CNP0, C3, W2, 10:00, ANULATA, 1769262825176
30b52df9-0a10-4dfe-b127-8c4bc0b6bf6c, Client10, CNP10, C3, W4, 16:00, REZERVARE, 1769262831134
a5dc63cb-f6ee-4b59-9cb3-912e0736ed91, Client8, CNP8, C3, W2, 16:00, PLATITA, 1769262829157
244aa2d5-14d5-4e09-807b-eebfa5222cb3, Client15, CNP15, C2, W3, 12:00, PLATITA, 1769262830124
46e77712-6e95-4b48-8255-84d08b37c313, Client6, CNP6, C3, W2, 12:00, PLATITA, 1769262830124
f0935ebb-a33b-43cb-a483-5a91889b476e, Client4, CNP4, C3, W1, 11:00, PLATITA, 1769262830142
b5dfd38e-41fd-4531-a6e1-8c72621ff8d5, Client7, CNP7, C1, W4, 11:00, PLATITA, 1769262830143
5d1868fb-e479-4bbf-b504-f72617d0ccaa, Client0, CNP0, C2, W1, 15:00, REZERVARE, 1769262832212
4faf9357-41f2-4f53-8c81-7b85aae0a0c2, Client14, CNP14, C2, W2, 11:00, REZERVARE, 1769262832212
d8eca8b4-772e-408a-86c3-e05b784d9b2b, Client2, CNP2, C3, W3, 13:00, ANULATA, 1769262827206
27adee34-4986-4d0c-bfc8-89dd4f932b96, Client5, CNP5, C3, W1, 14:00, EXPIRATA, 1769262813085
10f3866d-9500-451d-992d-fdb95c6a738f, Client5, CNP5, C1, W3, 15:00, EXPIRATA, 1769262815090
67043194-54c8-4419-86cd-9505c3edda71, Client3, CNP3, C2, W3, 13:00, EXPIRATA, 1769262816117
ccd155a3-2e64-4d60-993e-58025840a917, Client10, CNP10, C3, W3, 9:00, EXPIRATA, 1769262816069
35030380-8273-4bf8-9f05-16d10f1832bb, Client5, CNP5, C3, W3, 14:00, REZERVARE, 1769262833119
30b52df9-0a10-4dfe-b127-8c4bc0b6bf6c, Client10, CNP10, C3, W4, 16:00, PLATITA, 1769262831134
8418ba98-a00d-4d53-a2c3-2eb68a26208c, Client8, CNP8, C3, W1, 14:00, REZERVARE, 1769262833180
20054fc8-8243-4c14-a0ca-67d0d64b6a75, Client16, CNP16, C3, W4, 14:00, REZERVARE, 1769262833196
259e5eb4-b633-4fc9-a541-47a69f59c2e6, Client6, CNP6, C2, W3, 14:00, REZERVARE, 1769262834139
06471155-aa36-4333-ae95-151447d84d14, Client4, CNP4, C1, W4, 12:00, REZERVARE, 1769262834155
9f269808-94fe-47cc-9aa1-f4919264fd39, Client0, CNP0, C3, W4, 16:00, REZERVARE, 1769262834219
aab79982-588a-47e7-b6c6-0a1ffa42bc25, Client2, CNP2, C1, W2, 10:00, REZERVARE, 1769262834236
35030380-8273-4bf8-9f05-16d10f1832bb, Client5, CNP5, C3, W3, 14:00, PLATITA, 1769262833119
244aa2d5-14d5-4e09-807b-eebfa5222cb3, Client15, CNP15, C2, W3, 12:00, ANULATA, 1769262830124
b5dfd38e-41fd-4531-a6e1-8c72621ff8d5, Client7, CNP7, C1, W4, 11:00, ANULATA, 1769262830143
11f6e63a-7526-4c8f-8dca-4cf051122173, Client10, CNP10, C3, W1, 12:00, REZERVARE, 1769262835158
8418ba98-a00d-4d53-a2c3-2eb68a26208c, Client8, CNP8, C3, W1, 14:00, PLATITA, 1769262833180
259e5eb4-b633-4fc9-a541-47a69f59c2e6, Client6, CNP6, C2, W3, 14:00, PLATITA, 1769262834139
06471155-aa36-4333-ae95-151447d84d14, Client4, CNP4, C1, W4, 12:00, PLATITA, 1769262834155
9f269808-94fe-47cc-9aa1-f4919264fd39, Client0, CNP0, C3, W4, 16:00, PLATITA, 1769262834219
11f6e63a-7526-4c8f-8dca-4cf051122173, Client10, CNP10, C3, W1, 12:00, PLATITA, 1769262835158
20ad9fef-85eb-4ae6-825e-411d3c25fa1a, Client6, CNP6, C2, W2, 15:00, EXPIRATA, 1769262821062
fbbafbaf-9e3b-4e9d-8a37-a998edcbb05c, Client12, CNP12, C2, W3, 14:00, EXPIRATA, 1769262822233
d30f3833-9c62-41d9-be62-67cf2a04247a, Client19, CNP19, C1, W1, 14:00, EXPIRATA, 1769262822091
2586fd8b-311f-4ecb-8038-14a179b100e2, Client18, CNP18, C2, W2, 13:00, EXPIRATA, 1769262822030
61a9853c-24a7-4589-82c6-5ce544b6d78d, Client1, CNP1, C2, W3, 10:00, EXPIRATA, 1769262818110
4f207a6a-a53c-4832-99b9-0fa626d25785, Client11, CNP11, C2, W4, 11:00, EXPIRATA, 1769262818081
ae5046d4-b0a7-4928-b3c8-e89197bae3aa, Client17, CNP17, C3, W2, 16:00, EXPIRATA, 1769262819189
c9164326-6f7f-4871-a098-307631f1a2cb, Client9, CNP9, C2, W4, 17:00, EXPIRATA, 1769262818142
dee7a3e1-3bb0-4526-9eb5-dc6499a2d14a, Client1, CNP1, C2, W4, 11:00, EXPIRATA, 1769262820116
35030380-8273-4bf8-9f05-16d10f1832bb, Client5, CNP5, C3, W3, 14:00, ANULATA, 1769262833119
259e5eb4-b633-4fc9-a541-47a69f59c2e6, Client6, CNP6, C2, W3, 14:00, ANULATA, 1769262834139
06471155-aa36-4333-ae95-151447d84d14, Client4, CNP4, C1, W4, 12:00, ANULATA, 1769262834155
d49de121-6b00-453e-b91c-d5941193dbbd, Client9, CNP9, C3, W4, 17:00, EXPIRATA, 1769262827174
e8382964-0431-450b-ab29-c0332d1174c0, Client3, CNP3, C2, W2, 11:00, EXPIRATA, 1769262827174
891e51b1-cfbf-41b4-b8a3-0520bd1aee97, Client11, CNP11, C2, W1, 16:00, EXPIRATA, 1769262827127
0b746fae-44c0-45bb-8efb-b9c16026621f, Client12, CNP12, C2, W3, 13:00, EXPIRATA, 1769262824238
8424c1b4-6f00-4d35-9e94-1c6f9c930f5b, Client8, CNP8, C3, W3, 17:00, EXPIRATA, 1769262827143
f84e3b4a-8866-4e82-86d9-a1e3a41dad67, Client14, CNP14, C2, W1, 15:00, EXPIRATA, 1769262830192
c0c360e0-b22b-4ca3-bd6b-6afef8f32112, Client13, CNP13, C1, W2, 12:00, EXPIRATA, 1769262829109
464d9787-30c6-4f35-9f73-22c7cf6bb67c, Client7, CNP7, C3, W1, 10:00, EXPIRATA, 1769262828138
e2054b09-574f-4795-b50d-023cffe4f64e, Client4, CNP4, C3, W4, 15:00, EXPIRATA, 1769262828122
0f55df2a-f4ea-45d2-b455-3a0cd4f4f064, Client17, CNP17, C3, W2, 17:00, EXPIRATA, 1769262828217
4faf9357-41f2-4f53-8c81-7b85aae0a0c2, Client14, CNP14, C2, W2, 11:00, EXPIRATA, 1769262832212
5d1868fb-e479-4bbf-b504-f72617d0ccaa, Client0, CNP0, C2, W1, 15:00, EXPIRATA, 1769262832212
aab79982-588a-47e7-b6c6-0a1ffa42bc25, Client2, CNP2, C1, W2, 10:00, EXPIRATA, 1769262834236
20054fc8-8243-4c14-a0ca-67d0d64b6a75, Client16, CNP16, C3, W4, 14:00, EXPIRATA, 1769262833196
